Date,Open,High,Low,Close,Volume,Adj Close
2016-07-06,6545.399902,6580.299805,6432.50,6463.600098,1566032200,6463.600098
2016-07-05,6522.299805,6561.600098,6472.299805,6545.399902,1142087300,6545.399902
2016-07-04,6577.799805,6612.100098,6514.799805,6522.299805,000,6522.299805
2016-07-01,6504.299805,6587.399902,6498.600098,6577.799805,1066211600,6577.799805
2016-06-30,6360.100098,6504.299805,6310.00,6504.299805,1515147700,6504.299805
2016-06-29,6140.399902,6360.100098,6140.399902,6360.100098,1458617500,6360.100098
2016-06-28,5982.200195,6170.299805,5982.200195,6140.399902,1545515100,6140.399902
2016-06-27,6138.700195,6138.700195,5958.700195,5982.200195,2430429000,5982.200195
2016-06-24,6338.100098,6338.600098,5788.700195,6138.700195,3761301200,6138.700195
2016-06-23,6261.200195,6380.600098,6261.200195,6338.100098,887921000,6338.100098
2016-06-22,6226.600098,6315.600098,6222.00,6261.200195,858110900,6261.200195
2016-06-21,6204.00,6250.200195,6156.200195,6226.600098,816749300,6226.600098
2016-06-20,6021.100098,6236.50,6021.100098,6204.00,979119000,6204.00
2016-06-17,5950.50,6046.100098,5950.50,6021.100098,1274460400,6021.100098
2016-06-16,5966.799805,5966.799805,5900.00,5950.50,791476800,5950.50
2016-06-15,5923.50,6007.50,5923.399902,5966.799805,856010000,5966.799805
2016-06-14,6045.00,6045.00,5921.700195,5923.50,954027400,5923.50
2016-06-13,6115.799805,6115.799805,6045.00,6045.00,827452100,6045.00
