Date,Open,High,Low,Close,Volume,Adj Close
2016-07-11,20951.169922,20972.849609,20840.00,20880.50,1998671600,20880.50
2016-07-08,20622.830078,20645.589844,20468.529297,20564.169922,1194770200,20564.169922
2016-07-07,20606.679688,20731.119141,20576.740234,20706.919922,1125369300,20706.919922
2016-07-06,20475.400391,20560.060547,20304.390625,20495.289062,1633236900,20495.289062
2016-07-05,20919.519531,20945.980469,20737.160156,20750.720703,1225382700,20750.720703
2016-07-04,20967.470703,21166.019531,20840.640625,21059.199219,1838333600,21059.199219
2016-06-30,20736.849609,20828.029297,20614.650391,20794.369141,2032778200,20794.369141
2016-06-29,20217.070312,20456.580078,20217.070312,20436.119141,1566228200,20436.119141
2016-06-28,19898.75,20196.199219,19898.75,20172.460938,1919984000,20172.460938
2016-06-27,19982.660156,20329.160156,19969.470703,20227.300781,1789673800,20227.300781
2016-06-24,20483.509766,21034.179688,19662.699219,20259.130859,3953268800,20259.130859
2016-06-23,20862.589844,20889.050781,20753.939453,20868.339844,1663934000,20868.339844
2016-06-22,20553.939453,20841.509766,20515.25,20795.119141,1835867600,20795.119141
2016-06-21,20522.359375,20681.789062,20516.730469,20668.439453,1608985100,20668.439453
2016-06-20,20425.060547,20551.019531,20288.490234,20510.199219,1565765000,20510.199219
2016-06-17,20244.230469,20282.039062,20090.800781,20169.980469,2193634000,20169.980469
2016-06-16,20284.910156,20297.400391,19964.369141,20038.419922,1901944200,20038.419922
2016-06-15,20161.009766,20553.580078,20161.009766,20467.519531,1729131200,20467.519531
2016-06-14,20476.75,20537.919922,20358.939453,20387.529297,1498720500,20387.529297
2016-06-13,20647.509766,20664.589844,20430.810547,20512.990234,2083433200,20512.990234
