Date,Open,High,Low,Close,Volume,Adj Close
2016-07-11,9744.799805,9841.860352,9690.179688,9833.410156,78371600,9833.410156
2016-07-08,9392.200195,9655.919922,9389.049805,9629.660156,94118800,9629.660156
2016-07-07,9437.469727,9507.910156,9399.69043,9418.780273,88752100,9418.780273
2016-07-06,9449.570312,9530.589844,9304.009766,9373.259766,130651600,9373.259766
2016-07-05,9656.049805,9659.410156,9506.839844,9532.610352,94771000,9532.610352
2016-07-04,9797.660156,9808.990234,9701.150391,9709.089844,000,9709.089844
2016-07-01,9742.839844,9806.469727,9657.629883,9776.120117,98912000,9776.120117
2016-06-30,9566.070312,9695.589844,9513.519531,9680.089844,132789700,9680.089844
2016-06-29,9557.69043,9640.389648,9506.290039,9612.269531,112349200,9612.269531
2016-06-28,9458.379883,9554.410156,9419.379883,9447.280273,132423300,9447.280273
2016-06-27,9516.919922,9589.280273,9214.099609,9268.660156,203619000,9268.660156
2016-06-24,9237.620117,9720.120117,9226.150391,9557.160156,315433800,9557.160156
2016-06-23,10122.469727,10340.839844,10104.919922,10257.030273,106926000,10257.030273
2016-06-22,10084.740234,10149.80957,10043.679688,10071.05957,78047400,10071.05957
2016-06-21,9943.839844,10051.070312,9930.099609,10015.540039,80558600,10015.540039
2016-06-20,9850.589844,9996.55957,9850.589844,9962.019531,91517300,9962.019531
2016-06-17,9620.919922,9705.290039,9578.150391,9631.360352,141523500,9631.360352
2016-06-16,9480.429688,9582.379883,9432.870117,9550.469727,98482200,9550.469727
2016-06-15,9589.469727,9665.209961,9567.150391,9606.709961,92442400,9606.709961
2016-06-14,9595.169922,9620.839844,9507.509766,9519.200195,99750300,9519.200195
2016-06-13,9715.780273,9755.230469,9657.44043,9657.44043,99255400,9657.44043
