Date,Open,High,Low,Close,Volume,Adj Close
2016-07-11,4976.540039,5002.50,4976.540039,4988.640137,1718450000,4988.640137
2016-07-08,4906.660156,4959.00,4901.27002,4956.759766,1947260000,4956.759766
2016-07-07,4867.470215,4889.009766,4853.680176,4876.810059,1672770000,4876.810059
2016-07-06,4799.319824,4861.049805,4786.009766,4859.160156,1876090000,4859.160156
2016-07-05,4837.060059,4839.129883,4797.290039,4822.899902,1690340000,4822.899902
2016-07-01,4837.180176,4880.169922,4837.169922,4862.569824,1745130000,4862.569824
2016-06-30,4793.75,4843.109863,4774.52002,4842.669922,2171180000,4842.669922
2016-06-29,4732.930176,4787.589844,4732.339844,4779.25,2116550000,4779.25
2016-06-28,4643.930176,4692.97998,4643.930176,4691.870117,2074090000,4691.870117
2016-06-27,4664.430176,4665.040039,4574.25,4594.439941,2659650000,4594.439941
2016-06-24,4715.790039,4798.220215,4698.419922,4707.97998,4411040000,4707.97998
2016-06-23,4872.189941,4910.040039,4859.399902,4910.040039,1738570000,4910.040039
2016-06-22,4846.680176,4875.930176,4830.00,4833.319824,1682220000,4833.319824
2016-06-21,4845.080078,4852.189941,4826.589844,4843.759766,1698080000,4843.759766
2016-06-20,4856.689941,4882.149902,4834.509766,4837.209961,1779560000,4837.209961
2016-06-17,4835.02002,4835.02002,4792.339844,4800.339844,2638220000,4800.339844
2016-06-16,4809.689941,4847.859863,4778.779785,4844.919922,1851770000,4844.919922
2016-06-15,4855.080078,4868.160156,4830.330078,4834.930176,1802200000,4834.930176
2016-06-14,4836.669922,4863.009766,4811.930176,4843.549805,1919710000,4843.549805
2016-06-13,4868.509766,4894.850098,4844.939941,4848.439941,1888300000,4848.439941
